Sensing Range,Communication Range,Total Nodes,Unconnected Nodes,Intruder Distance Traveled,Detection Time,Total Detections,Transmit Distance,Transmit Hops to Base
71.0,14.2,400,400.0,1000.0,30324578,0,0,0,400
73.0,14.6,400,400.0,1000.0,30372566,0,0,0,400
75.0,15.0,400,400.0,1000.0,30406090,0,0,0,400
15.0,4.5,400,400.0,1000.0,30038426,0,0,0,400
17.0,5.1000004,400,400.0,1000.0,30060388,0,0,0,400
19.0,5.7000003,400,400.0,1000.0,30096544,0,0,0,400
21.0,6.3,400,400.0,1000.0,30774006,0,0,0,400
23.0,6.9,400,400.0,1000.0,30187505,0,0,0,400
25.0,7.5000005,400,400.0,1000.0,30039704,0,0,0,400
27.0,8.1,400,400.0,1000.0,30095547,0,0,0,400
29.0,8.700001,400,400.0,1000.0,30122597,0,0,0,400
31.0,9.3,400,400.0,1000.0,30056296,0,0,0,400
33.0,9.900001,400,400.0,1000.0,30142594,0,0,0,400
35.0,10.5,400,400.0,1000.0,30170752,0,0,0,400
37.0,11.1,400,400.0,1000.0,30274721,0,0,0,400
39.0,11.700001,400,400.0,1000.0,30125214,0,0,0,400
41.0,12.3,400,400.0,1000.0,30200315,0,0,0,400
43.0,12.900001,400,400.0,1000.0,30086512,0,0,0,400
45.0,13.500001,400,400.0,1000.0,30188463,0,0,0,400
47.0,14.1,400,400.0,1000.0,30194562,0,0,0,400
49.0,14.700001,400,400.0,1000.0,30241936,0,0,0,400
51.0,15.3,400,400.0,1000.0,30519317,0,0,0,400
53.0,15.900001,400,400.0,1000.0,30522831,0,0,0,400
55.0,16.5,400,400.0,1000.0,30169177,0,0,0,400
57.0,17.1,400,400.0,1000.0,30140811,0,0,0,400
59.0,17.7,400,400.0,1000.0,30231872,0,0,0,400
61.0,18.300001,400,400.0,1000.0,30508422,0,0,0,400
63.0,18.900002,400,400.0,1000.0,30274194,0,0,0,400
65.0,19.5,400,400.0,1000.0,30256126,0,0,0,400
67.0,20.1,400,400.0,1000.0,30395956,0,0,0,400
69.0,20.7,400,400.0,1000.0,30325025,0,0,0,400
71.0,21.300001,400,400.0,1000.0,30428663,0,0,0,400
73.0,21.900002,400,400.0,1000.0,30349881,0,0,0,400
75.0,22.5,400,400.0,1000.0,30398044,0,0,0,400
15.0,6.0,400,400.0,1000.0,30053940,0,0,0,400
17.0,6.8,400,400.0,1000.0,30278207,0,0,0,400
19.0,7.6,400,400.0,1000.0,30059113,0,0,0,400
21.0,8.400001,400,400.0,1000.0,30099192,0,0,0,400
23.0,9.2,400,400.0,1000.0,30103068,0,0,0,400
25.0,10.0,400,400.0,1000.0,30076535,0,0,0,400
27.0,10.8,400,400.0,1000.0,30144796,0,0,0,400
29.0,11.6,400,400.0,1000.0,30144432,0,0,0,400
31.0,12.400001,400,400.0,1000.0,30170663,0,0,0,400
33.0,13.2,400,400.0,1000.0,30110404,0,0,0,400
35.0,14.0,400,400.0,1000.0,30139621,0,0,0,400
37.0,14.8,400,400.0,1000.0,30752319,0,0,0,400
39.0,15.6,400,400.0,1000.0,30146005,0,0,0,400
41.0,16.4,400,400.0,1000.0,30141584,0,0,0,400
43.0,17.2,400,400.0,1000.0,30228052,0,0,0,400
45.0,18.0,400,400.0,1000.0,30156392,0,0,0,400
47.0,18.800001,400,400.0,1000.0,30145615,0,0,0,400
49.0,19.6,400,400.0,1000.0,30214117,0,0,0,400
51.0,20.4,400,400.0,1000.0,30152828,0,0,0,400
53.0,21.2,400,400.0,1000.0,30236176,0,0,0,400
55.0,22.0,400,400.0,1000.0,30232821,0,0,0,400
57.0,22.800001,400,400.0,1000.0,30297641,0,0,0,400
59.0,23.6,400,400.0,1000.0,30166765,0,0,0,400
61.0,24.4,400,400.0,1000.0,30358063,0,0,0,400
63.0,25.2,400,400.0,1000.0,30261650,0,0,0,400
65.0,26.0,400,400.0,1000.0,30333971,0,0,0,400
67.0,26.800001,400,400.0,1000.0,30331418,0,0,0,400
69.0,27.6,400,400.0,1000.0,30413182,0,0,0,400
71.0,28.4,400,400.0,1000.0,30343116,0,0,0,400
73.0,29.2,400,400.0,1000.0,30460138,0,0,0,400
75.0,30.0,400,400.0,1000.0,30397129,0,0,0,400
