15,0.1,1000
17,0.1,1000
19,0.1,1000
21,0.100000005,1000
23,0.1,1000
25,0.1,1000
27,0.1,1000
29,0.1,1000
31,0.100000003,1000
33,0.1,1000
35,0.1,1000
37,0.1,1000
39,0.1,1000
41,0.1,1000
43,0.1,1000
45,0.1,1000
47,0.100000006,1000
49,0.1,1000
51,0.1,1000
53,0.1,1000
55,0.1,1000
57,0.100000005,1000
59,0.1,1000
61,0.1,1000
63,0.1,1000
65,0.1,1000
67,0.100000004,1000
69,0.1,1000
71,0.1,1000
73,0.1,1000
75,0.1,1000
15,0.2,1000
17,0.2,1000
19,0.2,1000
21,0.200000014,1000
23,0.2,1000
25,0.2,1000
27,0.2,1000
29,0.2,1000
31,0.20000001,1000
33,0.2,1000
35,0.2,1000
37,0.2,1000
39,0.2,1000
41,0.2,1000
43,0.2,1000
45,0.2,1000
47,0.200000021,1000
49,0.2,1000
51,0.2,999.461
53,0.2,1000
55,0.2,1000
57,0.200000018,1000
59,0.2,1000
61,0.2,999.461
63,0.2,999.444
65,0.2,1000
67,0.200000015,998.377
69,0.2,1000
71,0.2,999.461
73,0.2,998.902
75,0.2,997.261
15,0.3,1000
17,0.300000024,1000
19,0.300000016,1000
21,0.3,1000
23,0.3,1000
25,0.30000002,1000
27,0.3,1000
29,0.300000034,1000
31,0.3,1000
33,0.30000003,1000
35,0.3,1000
37,0.3,1000
39,0.300000026,1000
41,0.3,1000
43,0.300000023,1000
45,0.300000022,999.455
47,0.3,998.938
49,0.30000002,999.458
51,0.3,998.94
53,0.300000019,999.48
55,0.3,998.929
57,0.3,997.861
59,0.3,997.865
61,0.300000016,997.86
63,0.300000032,996.73
65,0.3,996.787
67,0.3,996.738
69,0.3,994.412
71,0.300000014,993.362
73,0.300000027,996.136
75,0.3,990.514
15,0.4,1000
17,0.4,1000
19,0.4,1000
21,0.400000048,1000
23,0.4,1000
25,0.4,1000
27,0.4,1000
29,0.4,999.477
31,0.400000032,1000
33,0.4,1000
35,0.4,998.982
37,0.4,999.496
39,0.4,999.468
41,0.4,999.479
43,0.4,998.94
45,0.4,998.357
47,0.400000021,997.401
49,0.4,997.363
51,0.4,994.578
53,0.4,997.346
55,0.4,995.16
57,0.400000018,991.934
59,0.4,994.113
61,0.4,993.534
63,0.4,993.995
65,0.4,986.889
67,0.400000015,984.333
69,0.4,982.223
71,0.4,983.911
73,0.4,982.106
75,0.4,982.205
15,0.5,1000
17,0.5,1000
19,0.5,1000
21,0.5,1000
23,0.5,1000
25,0.5,1000
27,0.5,1000
29,0.5,999.468
31,0.5,1000
33,0.5,999.474
35,0.5,998.923
37,0.5,998.371
39,0.5,996.885
41,0.5,998.975
43,0.5,996.783
45,0.5,995.249
47,0.5,994.168
49,0.5,991.524
51,0.5,991.46
53,0.5,990.979
55,0.5,987.749
57,0.5,986.522
59,0.5,985.571
61,0.5,980.437
63,0.5,975.346
65,0.5,969.26
67,0.5,969.44
