1.0,1060.038038496657,126.95520236767788
2.0,887.0730765374943,153.57875142341754
3.0,751.7048901047438,150.7757335360514
4.0,647.1516220632973,140.14098093107287
5.0,564.6202271592912,146.97896125718432
6.0,487.4322691457107,149.24058029101204
7.0,450.5053442432665,135.48545006178819
8.0,417.3962775771894,151.08907753055905
9.0,390.78738314991153,147.49586273866697
10.0,362.04437301671345,171.95683213666626
11.0,327.2287860751434,146.1292799029758
12.0,291.0904978060646,161.64358067976394
13.0,298.01427028858257,151.95778043670038
14.0,275.3120101112869,165.3018542916822
15.0,260.5659436897514,131.28751419213887
16.0,249.32298809579052,147.26060303704014
17.0,235.65815282790027,184.47697984164384
18.0,227.0621688568537,140.99657947115085
19.0,206.9911199420526,134.0233181335601
20.0,205.30277296430236,145.39716492390085
21.0,190.56047911273626,146.77349361339972
22.0,189.7480999609273,145.7782552437729
23.0,184.3560550473287,137.81805344912243
24.0,176.531481366395,147.42355722913842
25.0,161.7213744788274,160.9462221284995
26.0,160.42334021717755,138.3000170810781
27.0,156.0058661677428,152.38595628595903
28.0,150.58274600141002,149.0943520684395
29.0,146.5665997752023,138.83475385297635
30.0,143.7644412833811,139.449880988111
31.0,133.24664137704073,161.14340575251038
32.0,137.0616479530499,164.1825255892417
33.0,138.40406016448338,157.17437803937486
34.0,126.68833401652348,141.83846440504308
35.0,126.90710486634809,137.3953119905467
36.0,121.75938905933644,155.28368576089446
37.0,116.80466409379736,128.79185475366734
38.0,114.83715157464545,150.85075172786156
39.0,112.92890745869856,132.85028504025968
40.0,108.07071261241381,124.91098163294964
41.0,107.27922200276191,136.61007705763717
42.0,103.03363322699951,127.94710729843015
43.0,96.99409926569379,121.76044993492022
44.0,92.74081697360364,133.19573023010844
45.0,92.31292044076058,121.14098683933221
46.0,83.55607604157169,131.27618192803612
47.0,87.9495022335603,126.50781878834277
48.0,89.8294242115555,132.6659442983454
49.0,82.32041390877923,121.98614591601086
50.0,85.39290381054465,118.81079680734163
51.0,71.4117857605153,130.34531268833788
52.0,78.75531803956856,121.69871935825252
53.0,72.60260552747744,115.40640483006382
54.0,75.05905028813733,117.09266995537504
55.0,69.84581078596358,122.71487290427334
56.0,66.30434504260134,118.99033958955329
57.0,61.90419502745341,121.25751631991315
